Date,Close Price,High Price,Low Price,Volume,Moving Average (50 days),Moving Average (200 days),Change,Percentage Change
1982-11-02,1339.874964,1370.300194,1314.460642,1611007,1552.3858,1472.897986,-356.4138121,-21.01138775
1982-11-03,1724.766772,1737.498115,1714.581607,546278,1558.184588,1474.70985,384.8918078,28.72594967
1982-11-04,1065.356341,1111.563738,1027.196847,2431179,1554.563675,1472.13369,-659.4104307,-38.23186077
1982-11-05,1315.290338,1354.056126,1303.221806,4069306,1544.487435,1470.54882,249.933997,23.46013136
1982-11-06,1539.491292,1568.212717,1504.142883,216293,1539.288943,1473.180804,224.2009545,17.04573873
1982-11-07,1790.723165,1825.505176,1761.799619,4126108,1541.209477,,251.2318725,16.31914865
1982-11-08,1318.752503,1364.968321,1269.44001,4592614,1542.141624,1474.520316,-471.9706619,-26.35642802
1982-11-09,1625.891376,1661.511078,1575.896328,1529959,1542.854839,1472.844421,307.1388735,23.29010734
1982-11-10,1885.977748,1904.396474,,2329228,1553.354916,1476.530996,260.0863718,15.99654046
1982-11-11,1615.863188,1651.514598,1577.86402,1589372,1563.840538,1477.537192,-270.1145601,
1982-11-12,,1234.973383,1213.636654,2400188,1550.153456,1478.275241,-382.9037134,-23.69654289
1982-11-13,1024.400782,1043.72156,986.7369452,4198078,1547.905099,1473.412873,-208.5586932,-16.91529182
1982-11-14,1870.098874,1890.415025,,3142996,1546.302329,1475.252393,845.6980923,82.55539312
1982-11-15,1021.269411,1029.611323,1020.100532,2919785,1537.807602,1472.381815,-848.8294631,-45.38954998
1982-11-16,1874.701673,1875.855947,,3015907,1551.598977,1476.419941,853.4322618,83.56583021
1982-11-17,1528.937134,1535.606196,1518.037219,4068024,1551.339701,1475.314824,-345.7645387,-18.44370994
1982-11-18,1939.067699,1971.798773,1911.173883,3515799,1552.662138,1478.960634,410.1305645,26.82455383
1982-11-19,1798.783236,,1775.460881,2655252,1553.993305,1478.464279,-140.2844627,-7.234634605
1982-11-20,1997.934111,2047.344285,1969.145681,3852272,1557.820764,1482.428252,199.1508748,11.07142155
1982-11-21,1350.711815,,1323.163704,2544199,1551.659333,1483.228372,-647.2222951,-32.39457656
1982-11-22,1767.188289,1797.15725,1719.182937,3367414,1553.157568,1486.881565,416.4764735,30.83385136
1982-11-23,1401.930914,1448.788162,1374.321608,3615039,1544.212273,1486.530885,-365.2573753,-20.66884313
1982-11-24,1479.87562,1488.227709,1437.564016,3959735,1548.816425,1486.106057,77.94470669,5.559810825
1982-11-25,1627.505463,1663.387743,1611.514449,2734496,1551.578035,1488.915042,147.6298429,9.975827758
1982-11-26,,1911.426051,1851.77208,2076942,1564.627389,1489.405789,246.171651,15.12570351
1982-11-27,1984.083469,1988.532246,1960.562795,1862994,1564.555698,1492.059762,110.406355,5.892496321
1982-11-28,,1811.335883,1754.337012,3436745,1561.039979,1493.279178,-215.8100553,-10.87706534
1982-11-29,1417.766782,1458.422035,1398.777269,575614,1568.606779,1493.164198,-350.5066317,-19.82197034
1982-11-30,1421.357002,1423.027153,1391.431348,4573675,1562.922415,1493.267168,,0.2532306551
1982-12-01,1737.582302,1742.136522,1708.572913,,1559.169095,1494.156878,316.2252993,22.24812618
1982-12-02,1238.777146,1241.23349,1206.955379,4615909,1560.333131,1494.574562,-498.8051558,-28.70685063
1982-12-03,1110.474113,,1092.883217,2255000,1551.183709,1494.217292,-128.3030326,-10.35723278
1982-12-04,,1380.086607,1338.830583,3794701,1539.966386,1491.681475,244.1480445,21.9859285
1982-12-05,1287.238992,1313.856378,1256.658098,2812957,1545.032246,1488.387092,-67.38316599,-4.974314469
1982-12-06,1296.30812,1309.691458,,2987064,1537.010003,1488.002086,9.069128802,0.7045411816
1982-12-07,1233.607751,1279.187595,1220.956174,1910782,1535.735178,1487.816402,-62.70036941,-4.836841521
1982-12-08,1042.09319,1060.506329,1039.986803,1217154,,,-191.5145614,-15.52475341
1982-12-09,1017.873935,1020.151443,1014.243392,4089186,1499.025432,1482.852569,-24.2192549,-2.324096841
1982-12-10,1987.72239,2002.733745,1975.553226,106564,1499.89455,1487.664249,969.848455,95.28178509
1982-12-11,1427.773134,1454.328605,1426.79667,3995504,1498.965728,1489.022352,,-28.17039537
1982-12-12,1384.326647,1404.737738,1372.056118,912773,1489.411408,1487.364124,-43.44648658,-3.042954483
1982-12-13,1679.647283,1693.339409,1646.898467,2673489,1486.113366,1487.46774,295.3206355,21.33316123
1982-12-14,1218.253888,1224.82005,1215.198534,933273,1484.096434,1488.42353,-461.3933948,-27.46965983
1982-12-15,1949.961184,1990.919409,1928.12435,679443,1486.517348,1492.063475,731.7072961,60.06197094
1982-12-16,1786.345014,1836.152277,1740.689575,3344042,1501.504096,1494.839826,-163.6161695,
1982-12-17,1089.411002,1105.888109,1049.846761,1360795,1491.366918,1491.927417,-696.9340121,-39.01452443
1982-12-18,1417.580776,1436.661828,1402.308901,3687719,1495.118357,1493.916769,328.1697735,30.1235964
1982-12-19,1879.118308,1910.020184,1832.878034,3401504,1510.289385,1497.791817,461.5375318,32.55811165
1982-12-20,1944.732022,1980.654096,1928.249697,2696577,,1498.515897,65.61371473,3.491728779
1982-12-21,1467.401511,1487.002988,1463.775736,3155029,1523.067217,1499.960181,-477.330511,-24.54479618
1982-12-22,1613.411389,1658.657865,1563.708591,,1528.537945,1499.763508,146.009878,9.950233582
1982-12-23,1167.033946,1195.034146,1123.53282,2281765,1517.383289,1499.407763,-446.3774431,-27.66668477
1982-12-24,1991.168626,2013.68813,1967.871987,3829187,1535.899534,1503.8664,,70.61788415
1982-12-25,1231.671701,1264.005339,1198.352875,2488632,1534.227162,1503.808897,-759.4969248,-38.143275
1982-12-26,1942.731774,1990.371967,1909.17037,3651929,1542.291971,1504.911221,711.0600728,57.73129901
1982-12-27,1649.646649,1689.374264,1639.922537,3519886,1539.470441,1503.880972,-293.0851251,-15.08623728
1982-12-28,1607.736795,1609.737451,1597.734363,3647318,1545.250127,1502.768557,-41.90985411,-2.540535219
1982-12-29,1512.688511,1529.304007,1489.209476,4278270,1542.986069,1503.346082,-95.04828386,-5.91193062
1982-12-30,1230.669812,1254.197046,1185.091155,3399099,1529.879911,1501.159005,-282.0186993,-18.64354077
1982-12-31,1176.528032,1192.253911,1176.028343,1569123,1521.093208,1501.016724,-54.14177971,-4.399374974
1983-01-01,1220.486209,1255.495587,1181.360927,1547376,1520.843742,1500.653416,43.95817706,3.736262619
1983-01-02,1186.438262,1227.75172,1183.561923,1495489,1524.084492,1497.103929,-34.04794693,-2.789703536
1983-01-03,1779.584474,1816.151728,,2488078,1522.274204,1500.936841,593.1462114,49.9938539
1983-01-04,,1399.591924,1318.231618,3193691,,,-429.4592144,-24.1325557
1983-01-05,1057.842677,1071.470059,1023.504713,4118007,1512.514141,1501.509707,-292.2825826,-21.64855302
1983-01-06,1969.10263,2012.852105,1966.178667,1995781,1521.317451,1506.222559,911.2599536,86.1432398
1983-01-07,1883.785885,1922.117018,1862.855704,613720,1520.211815,1509.734311,-85.31674518,-4.332772902
1983-01-08,1927.752283,,1898.56042,3948795,,1511.457865,43.96639823,2.333938192
1983-01-09,1994.907823,2031.61405,1991.605546,3380288,1522.73067,1514.325281,,3.483618722
1983-01-10,1173.895249,1179.099047,1167.140521,3575303,,1510.731399,-821.0125734,-41.155414
1983-01-11,1396.242019,1435.708693,1363.059569,4885539,1511.775413,1508.625391,222.3467697,18.94093786
1983-01-12,1758.238476,1784.855006,1732.156566,236529,1518.901564,1510.707497,361.9964568,25.92648351
1983-01-13,1696.020618,1710.635127,1687.929185,3978198,1523.224464,1512.890483,-62.21785765,-3.53864726
1983-01-14,1153.895906,1186.684771,1127.133939,4009527,1513.752273,1511.7615,,-31.96451187
1983-01-15,1815.833125,1847.914125,1770.198506,4544063,1512.595393,1512.889191,661.9372187,57.36541875
1983-01-16,1224.440572,1234.914883,1223.661193,717518,1497.402535,1512.671076,-591.3925532,-32.56866201
1983-01-17,1223.817615,1225.337486,1191.685926,2205999,,1510.669419,-0.622957014,-0.05087686805
1983-01-18,1536.974423,1558.655552,1533.291901,1892148,1488.897572,1511.307233,313.1568081,
1983-01-19,1592.939935,1621.415528,1592.617463,272381,1492.329231,1511.511697,55.96551195,3.641278027
1983-01-20,1580.086208,1623.916472,1572.553483,4571106,1489.179309,1512.231495,-12.853727,-0.8069184985
1983-01-21,1091.486837,1137.897677,1070.341506,,1486.233503,1511.216601,-488.5993704,
1983-01-22,1877.460863,1903.901124,,510743,1501.573238,1510.861639,785.9740252,72.00948269
1983-01-23,1265.600043,1303.290217,1251.510768,1558573,1499.792795,1508.37161,-611.86082,-32.58980425
1983-01-24,1129.514921,1151.480085,1098.231261,1246052,1496.638314,1508.318619,-136.0851213,-10.75261668
1983-01-25,1888.74808,1926.052188,1868.190248,3061820,1508.487113,1508.420019,759.2331586,67.21762982
1983-01-26,1955.651498,1965.891574,1943.934909,2876502,1522.927988,1510.761121,66.90341836,3.542209735
1983-01-27,1862.127617,1880.680854,1836.415262,4773572,1539.328677,1510.598998,-93.52388096,-4.782236562
1983-01-28,1809.516075,1841.227475,1769.64285,1691482,1555.16152,1510.647302,-52.61154254,-2.825345699
1983-01-29,1655.241981,1656.149879,1613.617362,158827,1548.511911,1511.797444,-154.2740941,-8.525710064
1983-01-30,1550.857371,,1508.531394,4653837,1550.973596,1514.439384,-104.38461,-6.306305135
1983-01-31,1086.98676,1128.763535,1070.058869,2846554,1545.026798,1513.530931,-463.8706107,-29.91059136
1983-02-01,1408.453213,1428.410296,1368.78041,721014,1539.602917,1512.865026,321.4664532,29.57409097
1983-02-02,1372.688517,1395.085638,1362.079594,532457,1542.69161,1511.561078,-35.76469606,-2.539288897
1983-02-03,1259.753784,1302.317894,1222.832529,3109660,1528.887462,1511.570408,-112.9347333,-8.227265826
1983-02-04,1723.420114,1762.202845,1676.000892,2106331,1527.628963,1514.490729,463.6663299,36.80610734
1983-02-05,1495.875735,1510.28321,1495.188543,,1535.758258,1512.795456,-227.5443786,-13.20307085
1983-02-06,1081.046216,1097.245021,1059.028019,2529247,1529.027567,1508.278676,-414.8295192,-27.73154945
1983-02-07,1220.183202,1254.127114,1187.794653,4539528,1515.848865,1506.751141,139.136986,12.87058629
1983-02-08,1683.258764,1711.418668,1648.169975,655833,1510.6194,1509.309039,463.0755617,37.95131428
1983-02-09,1076.130859,1084.242338,1067.326472,1419425,1502.793987,1508.328156,-607.1279042,-36.068602
1983-02-10,1851.206914,1866.70341,,3500013,1507.549897,1512.492238,775.0760546,72.02433122
1983-02-11,1495.146527,1540.145691,1464.383259,4782822,1514.112149,1510.396476,-356.060387,
1983-02-12,1480.586577,1514.995299,1472.369547,1945712,1503.900508,1512.210654,-14.55994969,-0.9738142332
1983-02-13,1592.407785,1641.706501,1591.381659,1177247,1511.115229,1512.29011,111.8212073,7.552493657
1983-02-14,1824.680966,1863.031592,1785.517756,1754791,1508.754213,1515.043239,232.2731813,14.58628773
1983-02-15,1347.809208,1394.90793,1343.823971,3104087,1502.717464,1514.011395,-476.871758,-26.134528
1983-02-16,1678.016153,1688.825581,1670.963607,898883,1504.123052,1514.144374,330.2069447,24.49953174
1983-02-17,1565.731964,1604.306208,1536.990463,3365830,1505.183921,1512.824325,,-6.691484369
1983-02-18,1267.02827,1268.039146,1236.852995,1933733,1505.91109,1513.12736,-298.7036938,-19.07757526
1983-02-19,1878.629986,1912.167987,1844.28563,4090802,1519.953129,1517.46553,611.6017162,48.2705659
1983-02-20,1797.426022,1820.890136,1777.750321,4995640,1531.491925,1520.768232,-81.20396475,-4.322509772
1983-02-21,1658.451835,1675.789838,1619.756901,2284808,1540.932197,1519.560398,-138.9741869,
1983-02-22,1850.581729,1893.701947,1801.863799,4853204,1542.352142,1519.443857,192.1298944,11.58489444
1983-02-23,1867.294201,1910.007586,1853.739454,1835726,1552.695521,1520.793262,16.71247187,0.9030928817
1983-02-24,1708.362977,1709.478062,1673.211546,250521,1565.705927,1521.332493,-158.9312242,
1983-02-25,1837.013328,1867.488584,1790.589896,1836192,1563.064141,1522.192376,128.6503516,7.530621619
1983-02-26,1697.471462,1715.863073,1663.157124,4131143,1559.337852,1524.802877,-139.5418667,-7.596127069
1983-02-27,1680.140772,1700.923822,1646.085297,369334,,1523.631521,-17.33068991,-1.020970915
1983-02-28,1618.611378,1660.213415,1607.42275,2169731,1546.859693,1524.630725,-61.52939355,-3.662157039
1983-03-01,1752.71664,1768.208628,1725.96013,2373717,1558.436121,1526.478616,134.1052613,8.285204413
1983-03-02,1158.605105,1205.757546,1130.478963,513647,1553.683382,1524.677053,-594.1115343,-33.8966106
1983-03-03,1880.870759,1889.852451,,3390371,1556.136028,1528.846577,722.2656539,62.33924316
1983-03-04,1871.843528,1904.979649,1822.002455,4032169,1559.652486,1532.374377,-9.027231454,-0.4799495877
1983-03-05,1029.247283,1062.852536,1027.565092,214291,1557.159514,1528.830446,-842.5962447,-45.0142457
1983-03-06,1825.816751,1838.426509,1822.555118,705027,1557.359186,1532.545536,796.5694675,
1983-03-07,1128.869867,1145.107398,1124.972364,3420591,1555.447772,1530.174125,-696.9468831,-38.17178711
1983-03-08,,1376.858779,1297.969898,3971945,1557.673797,1530.622974,206.2489868,18.27039526
1983-03-09,1743.508256,,,939800,1561.804474,1532.394037,408.389402,30.58824319
1983-03-10,1160.759896,1177.21469,1129.637302,2770287,1553.160873,1531.754368,-582.7483602,-33.4238945
1983-03-11,1817.967024,1844.664851,1801.73358,1664214,1557.918489,1534.065839,657.2071281,56.61869697
1983-03-12,1832.134178,,1809.26818,,1572.731436,1534.631281,14.16715384,0.7792855234
1983-03-13,1507.467734,1517.905028,1496.684576,4916939,1565.331574,1535.683011,-324.6664442,
1983-03-14,1006.385872,1030.6769,963.0805437,2237246,1560.14729,1532.882917,-501.081862,-33.23997263
1983-03-15,1287.038133,1291.33682,1257.730617,1276367,1563.297754,,280.6522615,27.88714243
1983-03-16,1616.926918,1659.093536,1569.698755,325377,1557.861331,1531.704134,329.8887852,25.63162479
1983-03-17,1981.186178,2017.086489,1952.456366,1027590,1558.372025,1531.925917,364.2592597,22.52787405
1983-03-18,1631.813527,1678.995211,1625.618125,664832,1553.765743,1531.422124,-349.372651,-17.6345189
1983-03-19,1259.803581,1294.476926,1251.260059,1923194,1542.771493,1531.64644,-372.009946,-22.79733191
1983-03-20,1634.005703,1681.025772,1584.552004,658918,1542.346767,1534.660553,374.202122,29.70321149
1983-03-21,1539.98538,1567.711008,1503.70712,2464007,1542.129328,1536.049159,-94.02032338,-5.753977676
1983-03-22,1779.845395,1809.856326,1777.381458,2461753,1555.9865,1536.972997,239.8600154,15.57547355
1983-03-23,1106.980639,1155.829192,1071.791589,1402537,1549.957049,1537.250771,,-37.80467439
1983-03-24,1761.027903,1793.13436,1740.41925,4634823,1557.723837,1538.574079,654.0472637,59.08389368
1983-03-25,1541.266579,1542.805907,1525.906159,567211,1563.354093,1538.296198,-219.7613238,-12.47915059
1983-03-26,1962.992004,1999.182143,1955.288964,2728597,,1541.439938,421.7254252,27.36226367
1983-03-27,1341.872166,1387.145601,1299.876968,,,1539.294738,-621.1198378,-31.64148588
1983-03-28,1632.621893,1672.400906,1629.429824,3201122,1576.096972,1541.924856,290.7497271,21.66746837
1983-03-29,1932.028106,1961.219769,1917.536332,4596580,1590.333871,1546.209308,299.4062124,18.33898061
1983-03-30,1102.509728,1136.074904,1087.190583,1467091,1578.71889,1543.080913,-829.5183775,-42.93510923
1983-03-31,1937.228487,1986.738077,1929.183223,,1595.940842,1545.289598,834.7187592,75.71078405
1983-04-01,1687.885722,1692.418827,1662.476478,3040372,1592.674419,1545.287015,-249.3427649,-12.8711077
1983-04-02,1067.837059,,1067.251928,3728405,,1543.452064,,-36.73522769
1983-04-03,1300.963567,1315.133452,1285.914791,3025626,1580.535769,1543.724871,233.1265078,21.83165548
1983-04-04,1708.172089,1740.176608,1661.490616,1750671,1582.851055,1543.17022,407.2085217,31.30053232
1983-04-05,1067.350601,1097.73178,1051.824123,4100531,1567.704448,1539.509894,-640.8214872,-37.51504263
1983-04-06,1582.17046,1589.843302,1564.147491,4957677,1572.391673,,514.8198587,48.23343501
1983-04-07,1345.883057,1356.220389,1322.224805,4548019,1565.749011,1539.315953,-236.2874032,-14.93438344
1983-04-08,1620.915518,1651.996997,1592.830849,3930628,1566.852682,1539.469378,275.0324608,
1983-04-09,1045.742034,1052.153531,1005.306602,4593421,1562.426957,1537.893218,-575.173484,-35.48448254
1983-04-10,1871.536806,1884.79585,1862.020745,1916093,1562.285094,1541.792992,825.7947723,78.96735004
1983-04-11,1973.488969,2015.251247,1929.90165,2174920,1565.806353,1542.073869,101.952163,5.447510446
1983-04-12,1968.877855,1985.232431,1931.000387,693747,1572.014873,1546.234165,-4.611113892,-0.233652884
1983-04-13,1749.651832,1774.05484,1713.519315,1442278,1569.996275,1545.231237,-219.2260235,-11.13456698
1983-04-14,1130.08624,1177.143257,1125.746011,1367652,1555.252116,1543.65164,-619.5655916,-35.41079319
1983-04-15,1758.263196,1769.62065,1757.181161,4072190,1556.25012,1546.517291,628.1769558,55.58663874
1983-04-16,,1044.068217,994.8862814,2397550,1540.001592,1543.930721,-733.6762795,-41.72732963
1983-04-17,1022.123552,1052.44644,978.9668534,1258104,1526.494634,1539.67661,-2.46336493,-0.2404251792
1983-04-18,1323.610219,1361.377166,1294.388146,2950263,1519.364023,1537.633536,301.4866676,29.49610809
1983-04-19,1488.64319,1533.72586,1477.981447,2260718,1516.764659,,165.0329713,12.46839658
1983-04-20,1770.407418,1816.181067,1765.881423,1870745,1517.118475,1536.602067,281.7642274,18.92758649
1983-04-21,1683.295377,1722.12738,1648.315554,3039609,1527.61228,1536.557161,-87.1120412,-4.920451661
1983-04-22,1445.902706,1457.319248,1409.814193,2979826,1518.912919,1534.540696,-237.3926702,-14.10285286
1983-04-23,,1274.867133,1265.000081,4452056,1506.948582,1534.660489,-172.2760401,-11.91477403
1983-04-24,1997.1245,2016.313197,1995.714984,2306615,1526.306126,1537.198987,723.4978339,56.8061154
1983-04-25,1426.181302,1433.258745,1405.767127,3816112,1518.313417,1538.223846,-570.9431979,-28.58826267
1983-04-26,1451.387024,1486.906407,1422.251089,3189596,1524.76376,1535.542441,,1.767357492
1983-04-27,1163.623821,,1128.323701,4990243,1521.33386,1531.640264,-287.7632031,-19.82677248
1983-04-28,1794.809549,,1754.312298,2423145,1522.359885,1535.417177,631.1857276,54.24310813
1983-04-29,1693.682226,1735.511915,1663.155354,291700,1533.018332,1535.357713,,-5.634431967
1983-04-30,1220.769613,1233.206776,1215.225582,593784,1521.074384,,-472.912613,-27.92215717
1983-05-01,1082.381046,1103.992399,1048.251962,2114213,1506.079321,1531.344348,-138.3885672,-11.33617398
1983-05-02,1680.499302,1713.895989,1631.29047,2310652,1509.539952,1531.907118,598.1182565,55.259491
1983-05-03,1654.511214,1675.982154,1609.231985,1363178,1522.502459,1530.602233,-25.98808779,-1.546450377
1983-05-04,1273.259527,1295.323917,1229.676082,4303914,1522.226887,,-381.2516873,-23.04316127
1983-05-05,1950.863562,1954.144962,1935.755055,4771226,1528.90562,1533.066017,677.6040353,53.21806127
1983-05-06,1151.057892,1171.130069,1113.518483,3561423,1512.303054,,-799.8056705,-40.99751956
1983-05-07,1432.334801,1470.577196,,2937914,1508.31348,1529.874254,281.2769093,24.4363825
1983-05-08,1943.61592,1989.374737,1909.69961,712754,1521.989727,1529.737043,511.2811191,35.69564314
1983-05-09,1419.727317,1440.402174,1407.199229,1617397,1517.704159,1527.114347,-523.8886032,
1983-05-10,1638.525948,1659.705239,1590.834249,340475,1519.67497,,218.7986307,15.41131372
1983-05-11,1397.594398,1432.725753,1375.053427,4736474,1512.02995,1525.613664,-240.9315497,-14.70416444
1983-05-12,1274.215202,1321.353802,1267.724924,2744419,1515.374642,1522.761993,-123.3791956,-8.827968672
1983-05-13,1983.977648,1997.330695,1978.488753,3257220,1519.833636,1526.086379,,55.70192887
1983-05-14,1409.334006,,1376.958057,477525,1517.194985,1523.988472,-574.6436416,-28.96421954
1983-05-15,1894.099204,1933.897866,1872.213721,1995928,1515.817129,1528.27393,484.7651974,34.39675728
1983-05-16,1229.954606,1260.439284,1225.230412,4521202,1513.578778,1526.442353,-664.1445978,-35.06387609
1983-05-17,1213.104704,1218.634021,1176.086475,2834224,1505.188434,1526.357833,-16.84990187,-1.36996128
1983-05-18,1031.134083,1062.52072,991.1678245,2190407,1487.170554,1525.910669,-181.9706211,-15.0004052
1983-05-19,1651.666825,1661.00414,1615.396044,1377027,1498.153696,1528.784237,,60.17963646
1983-05-20,1368.526344,1394.03714,1358.4133,4763638,1486.779653,1527.145425,-283.1404817,-17.14271167
1983-05-21,1864.35825,1890.813413,1829.869477,1606954,1490.309103,1529.767841,495.8319061,36.23108232
1983-05-22,1473.209907,1517.020075,1472.673767,1352217,1498.41656,1528.510057,-391.1483431,-20.98032088
1983-05-23,1968.193428,1991.318142,1952.937821,160428,1511.761157,1533.024242,494.9835212,33.59898131
1983-05-24,1185.525516,1199.497637,1165.584439,1044889,1501.308226,1532.375418,-782.6679122,-39.76580254
1983-05-25,1868.623168,1880.171485,1826.860821,2066927,1517.333677,1534.021077,683.0976523,57.61981865
1983-05-26,,1820.309447,1757.077134,4371003,1521.222205,1533.950446,-92.02631516,-4.92481934
1983-05-27,1770.921845,1779.472387,1770.358372,3885899,1529.722981,1536.211293,-5.675008148,-0.3194313971
1983-05-28,1844.783228,1866.076656,1827.165908,3648648,1534.200335,1537.305752,,4.170787305
1983-05-29,1761.023991,1770.382647,1736.077786,3421662,1548.505974,,-83.75923717,-4.540329503
1983-05-30,1626.220322,1664.885524,1578.770082,1399814,1543.599645,1536.732769,-134.8036693,-7.654845704
1983-05-31,1131.244878,1154.96351,1084.193162,2531164,1526.754763,1536.224196,-494.9754439,-30.43717
1983-06-01,1032.526179,1050.083364,1023.482478,484986,1508.027729,1536.264823,-98.71869819,-8.726554271
1983-06-02,1920.847848,1938.90283,,3644592,1511.45165,1536.518568,888.3216683,86.03381551
1983-06-03,1616.650315,1659.261025,,185240,1521.182931,1539.495472,-304.1975333,-15.83662827
1983-06-04,1796.537291,1824.225989,1757.091194,4902969,1521.948413,1539.10465,179.8869765,11.12714202
1983-06-05,1481.522352,1517.415744,1481.221249,365594,1531.087122,1538.867576,-315.0149395,-17.53456168
1983-06-06,1117.308189,1162.160115,1110.949329,2205570,1532.990814,1534.758779,-364.2141626,
1983-06-07,1125.185792,1170.272876,1098.287811,866164,,1531.390791,7.87760324,0.7050519559
1983-06-08,1685.565287,1701.99074,1673.187184,3900592,1532.960768,1529.828947,560.379495,49.80328572
1983-06-09,1430.305895,1477.928458,1425.688072,1000441,1526.158737,1530.226918,-255.2593923,-15.14384487
1983-06-10,1200.524727,,1182.530826,3803202,1516.503324,1527.3936,-229.7811682,-16.06517662
1983-06-11,1491.594547,,1477.884166,3491226,1517.417161,1527.841918,291.06982,24.24521658
1983-06-12,1064.208937,1108.99888,1038.653722,3203940,1513.228807,1525.763585,-427.3856097,
1983-06-13,1581.971402,1595.703246,1533.009722,2061942,1504.925745,1525.535914,517.7624648,48.65233196
1983-06-14,1268.993404,1282.647477,1262.778173,228529,1501.781987,1522.512496,-312.9779975,-19.78404901
1983-06-15,1797.559101,1812.690215,1778.922765,1115626,1508.705428,1521.579874,,41.65235961
1983-06-16,,1340.977628,1263.762708,,1511.640191,1519.290317,,-27.10326139
1983-06-17,1455.220149,1477.136788,1411.376497,4707578,1504.848403,,144.8581902,11.05482261
1983-06-18,1011.62054,1047.957282,991.9069882,3971254,1491.207169,1517.428901,-443.5996092,-30.48333336
1983-06-19,1072.446888,1117.19242,1037.499225,2531700,1488.240715,1514.103224,60.82634789,6.012763234
1983-06-20,,1426.203525,1388.100706,2956329,1494.442965,1514.871806,320.0466686,29.84265909
1983-06-21,1479.938835,1490.162171,1444.311782,4787653,1490.431756,1516.71913,87.44527831,6.279761792
1983-06-22,1600.020548,1646.654643,1551.377662,3452191,1489.341942,1517.946122,120.0817134,8.113964617
1983-06-23,1291.662579,1304.887222,1264.788171,2504675,,1517.96824,-308.3579694,-19.27212558
1983-06-24,1694.981886,1702.476601,,3080859,1484.59237,1519.961609,403.3193074,31.2248194
1983-06-25,1860.122397,1864.620761,1850.756466,2856324,1498.77366,1523.094182,165.1405111,9.742907132
1983-06-26,1779.850989,1808.020176,1748.161579,510486,1505.723984,1526.782971,-80.2714083,-4.315383139
1983-06-27,1039.618825,1045.306948,1010.096961,3257259,1487.644042,1526.891695,-740.2321635,-41.58955824
1983-06-28,1480.506947,1487.445741,1447.910294,915215,1488.859634,1524.355618,440.8881219,42.40863201
1983-06-29,1104.930178,1119.931702,1103.626014,4149645,1478.187719,1522.741403,-375.5767688,
1983-06-30,1242.045016,1256.127666,1214.608841,4193325,1475.076731,1522.029995,137.1148374,12.40936668
1983-07-01,1986.662593,2016.874569,1956.915851,431827,1489.325679,1523.565072,744.6175774,59.95093317
1983-07-02,1142.495543,1183.332807,1132.119036,511731,1472.496037,1523.18628,-844.1670504,
1983-07-03,1498.888153,1536.955636,1488.471511,2290958,1474.28712,1520.930915,356.3926105,31.19422327
1983-07-04,1618.155734,1631.279957,1604.344826,1544551,1468.768251,1520.089968,119.2675809,7.957070085
1983-07-05,,1714.730495,1666.878891,4796794,1478.218458,1523.155238,84.30923623,5.210205324
1983-07-06,1559.648683,1607.93826,1529.33538,4733000,1485.149337,1523.865578,-142.8162871,-8.388794456
1983-07-07,1009.770847,1010.182659,,113332,1484.722073,1519.51884,-549.8778361,-35.25651911
1983-07-08,1326.461308,1370.447335,,306511,1478.217962,1516.427487,316.6904608,31.36260684
1983-07-09,1517.711643,1527.698069,1472.10824,3216322,1481.201668,1516.679038,191.2503351,14.41808622
1983-07-10,1087.866499,1135.230715,1050.681191,2910662,,1514.051313,-429.8451442,-28.3219244
1983-07-11,1350.626931,1367.742295,1330.876348,4018832,1463.220174,1514.969278,262.7604321,24.15373874
1983-07-12,1033.203109,1055.220697,1028.440006,2251054,,1510.17945,-317.4238224,-23.50196158
1983-07-13,1078.578497,,1065.729314,895630,1442.381427,1509.413984,,4.391720077
1983-07-14,1396.923276,1426.306729,1349.084865,4703252,1432.947429,1506.684942,318.344779,29.51521655
1983-07-15,1132.715754,1148.612721,1117.197585,2545319,1420.069807,1504.100287,-264.2075222,
1983-07-16,1567.540848,,1551.0458,3170075,1416.002187,1503.899308,434.8250942,38.38783849
1983-07-17,1689.464969,1726.000313,1679.985523,2013956,1412.895822,1504.78319,,7.778050633
1983-07-18,1800.586699,1802.703446,1760.244169,1985149,1413.687076,1507.632774,111.12173,6.577332588
1983-07-19,1200.150244,1200.71021,1186.368033,2306812,1405.165675,1507.750885,-600.4364549,-33.34671167
1983-07-20,1167.482582,1190.385929,1150.96967,393629,1405.890429,1507.485867,-32.66766199,-2.721964366
1983-07-21,1104.56784,1111.159671,1083.850435,3300079,1407.331262,1507.076515,-62.91474192,-5.388923388
1983-07-22,1636.43025,1669.647464,1614.743836,4805577,1401.64291,1506.360744,531.8624092,48.1511764
1983-07-23,1706.475726,1717.178349,1685.908687,1312793,1403.439418,1508.142496,70.04547694,4.280382678
1983-07-24,1031.586145,1053.2287,1006.39896,2825789,1388.140395,1508.011214,-674.8895817,-39.5487361
1983-07-25,1936.212246,1946.095793,1895.486602,4996042,1397.234193,1507.846762,904.6261014,87.69273472
1983-07-26,1051.971284,1079.395463,1011.007032,1997483,1395.927455,1503.687689,-884.2409626,-45.66859673
1983-07-27,1541.296335,1547.099008,1501.380679,840199,1404.249666,1501.755409,489.3250516,46.5150579
1983-07-28,1709.060519,1710.215862,1704.004277,1720666,1404.719571,1500.326173,167.7641841,10.88461578
